,Date,weather.station,origin,destination,loc,origin.tract,destination.tract,Distance,post,treated,month,dayofweek,traveltime.mileEvening,median.age,median.income,per.male,per.female,per.white,per.bachelors,numvehicles,transScore,transRoutes,NumBikeshare,WalkScore,totalschool,undergrad,grad,college,dest.long,dest.lat,origin.long,origin.lat,Precip
2137,7/24/19,FULTON CO-BROWN FLD ARPT,303.45,303.39,c,30345,30339,1.328099219,False,False,7,Wednesday,5.258141286,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4520485,33.88301,-84.4675841,33.8972346,0
2138,7/24/19,FULTON CO-BROWN FLD ARPT,312.11,303.45,c,31211,30345,2.825563612,False,False,7,Wednesday,2.624845052,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4675841,33.8972346,-84.4790865,33.8575174,0
2139,7/24/19,FULTON CO-BROWN FLD ARPT,312.07,303.45,c,31207,30345,1.550211998,False,False,7,Wednesday,4.020955418,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4675841,33.8972346,-84.466061,33.8748589,0
2140,7/24/19,FULTON CO-BROWN FLD ARPT,10.01,12.01,m,1001,1201,0.72472971,False,True,7,Wednesday,7.497047872,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.380305,33.7763742,-84.3902405,33.7828223,0
2141,7/24/19,FULTON CO-BROWN FLD ARPT,12.01,5.0,m,1201,500,1.398977216,False,True,7,Wednesday,4.848780421,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3854516,33.7961417,-84.380305,33.7763742,0
2142,7/24/19,FULTON CO-BROWN FLD ARPT,12.01,10.01,m,1201,1001,0.72472971,False,True,7,Wednesday,5.910249396,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3902405,33.7828223,-84.380305,33.7763742,0
2143,7/24/19,FULTON CO-BROWN FLD ARPT,303.45,312.07,c,30345,31207,1.550211998,False,False,7,Wednesday,4.94556014,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.466061,33.8748589,-84.4675841,33.8972346,0
2144,7/24/19,FULTON CO-BROWN FLD ARPT,303.44,312.11,c,30344,31211,3.464718747,False,False,7,Wednesday,2.42924961,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4790865,33.8575174,-84.4754314,33.9075148,0
2145,7/24/19,FULTON CO-BROWN FLD ARPT,303.44,312.07,c,30344,31207,2.322025115,False,False,7,Wednesday,6.25172681,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.466061,33.8748589,-84.4754314,33.9075148,0
2146,7/24/19,FULTON CO-BROWN FLD ARPT,12.02,5.0,m,1202,500,1.339093776,False,True,7,Wednesday,5.065614863,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3854516,33.7961417,-84.3851557,33.776784,0
2147,7/24/19,FULTON CO-BROWN FLD ARPT,12.01,4.0,m,1201,400,0.832996532,False,True,7,Wednesday,4.661884153,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3785105,33.7883241,-84.380305,33.7763742,0
2148,7/24/19,FULTON CO-BROWN FLD ARPT,303.39,303.2,c,30339,30320,2.676838874,False,False,7,Wednesday,2.876527264,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.45224,33.9217087,-84.4520485,33.88301,0
2149,7/24/19,FULTON CO-BROWN FLD ARPT,12.02,13.0,m,1202,1300,0.782191155,False,True,7,Wednesday,5.53999276,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3715699,33.7761933,-84.3851557,33.776784,0
2150,7/24/19,FULTON CO-BROWN FLD ARPT,312.07,303.2,c,31207,30320,3.336371018,False,False,7,Wednesday,4.251125927,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.45224,33.9217087,-84.466061,33.8748589,0
2151,7/24/19,FULTON CO-BROWN FLD ARPT,303.44,303.39,c,30344,30339,2.162291219,False,False,7,Wednesday,3.784565771,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4520485,33.88301,-84.4754314,33.9075148,0
2152,7/24/19,FULTON CO-BROWN FLD ARPT,10.01,4.0,m,1001,400,0.774324455,False,True,7,Wednesday,5.251889749,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3785105,33.7883241,-84.3902405,33.7828223,0
2153,7/24/19,FULTON CO-BROWN FLD ARPT,12.02,4.0,m,1202,400,0.884951126,False,True,7,Wednesday,5.612362675,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3785105,33.7883241,-84.3851557,33.776784,0
2154,7/24/19,FULTON CO-BROWN FLD ARPT,303.45,303.44,c,30345,30344,0.841793384,False,False,7,Wednesday,4.712161846,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4754314,33.9075148,-84.4675841,33.8972346,0
2155,7/24/19,FULTON CO-BROWN FLD ARPT,12.01,12.02,m,1201,1202,0.280330265,False,True,7,Wednesday,6.242636693,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3851557,33.776784,-84.380305,33.7763742,0
2156,7/24/19,FULTON CO-BROWN FLD ARPT,12.02,10.01,m,1202,1001,0.509818637,False,True,7,Wednesday,5.459457794,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3902405,33.7828223,-84.3851557,33.776784,0
2157,7/24/19,FULTON CO-BROWN FLD ARPT,10.01,13.0,m,1001,1300,1.167271662,False,True,7,Wednesday,6.468074438,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3715699,33.7761933,-84.3902405,33.7828223,0
2158,7/24/19,FULTON CO-BROWN FLD ARPT,303.44,303.2,c,30344,30320,1.654133801,False,False,7,Wednesday,2.347653697,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.45224,33.9217087,-84.4754314,33.9075148,0
2159,7/24/19,FULTON CO-BROWN FLD ARPT,12.01,11.0,m,1201,1100,0.560883959,False,True,7,Wednesday,4.813829946,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3830169,33.7841633,-84.380305,33.7763742,0
2160,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,11.0,m,1300,1100,0.858514772,False,True,7,Thursday,6.07638545,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3830169,33.7841633,-84.3715699,33.7761933,0
2161,7/25/19,DEKALB-PEACHTREE AIRPORT,303.2,312.07,c,30320,31207,3.336371018,False,False,7,Thursday,1.453675258,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.466061,33.8748589,-84.45224,33.9217087,0
2162,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,10.01,m,400,1001,0.774324455,False,True,7,Thursday,7.339731165,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3902405,33.7828223,-84.3785105,33.7883241,0
2163,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,13.0,m,500,1300,1.594004151,False,True,7,Thursday,6.93222787,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3715699,33.7761933,-84.3854516,33.7961417,0
2164,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,12.01,m,1100,1201,0.560883959,False,True,7,Thursday,5.437844939,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.380305,33.7763742,-84.3830169,33.7841633,0
2165,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,5.0,m,1100,500,0.840292634,False,True,7,Thursday,4.978424378,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3854516,33.7961417,-84.3830169,33.7841633,0
2166,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,10.01,m,1300,1001,1.167271662,False,True,7,Thursday,6.025446827,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3902405,33.7828223,-84.3715699,33.7761933,0
2167,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,4.0,m,1300,400,0.929141787,False,True,7,Thursday,4.502362708,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3785105,33.7883241,-84.3715699,33.7761933,0
2168,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,5.0,m,400,500,0.67202502,False,True,7,Thursday,3.472092947,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3854516,33.7961417,-84.3785105,33.7883241,0
2169,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,12.02,m,400,1202,0.884951126,False,True,7,Thursday,5.537028948,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3851557,33.776784,-84.3785105,33.7883241,0
2170,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,4.0,m,1100,400,0.387231811,False,True,7,Thursday,5.423108179,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3785105,33.7883241,-84.3830169,33.7841633,0
2171,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,12.01,m,400,1201,0.832996532,False,True,7,Thursday,5.742320824,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.380305,33.7763742,-84.3785105,33.7883241,0
2172,7/25/19,DEKALB-PEACHTREE AIRPORT,303.2,303.39,c,30320,30339,2.676838874,False,False,7,Thursday,1.57524112,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4520485,33.88301,-84.45224,33.9217087,0
2173,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,10.01,m,500,1001,0.961564188,False,True,7,Thursday,2.703927656,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3902405,33.7828223,-84.3854516,33.7961417,0
2174,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,13.0,m,1100,1300,0.858514772,False,True,7,Thursday,6.192865682,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3715699,33.7761933,-84.3830169,33.7841633,0
2175,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,11.0,m,400,1100,0.387231811,False,True,7,Thursday,5.293986556,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3830169,33.7841633,-84.3785105,33.7883241,0
2176,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,12.01,m,1300,1201,0.502386569,False,True,7,Thursday,5.905147248,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.380305,33.7763742,-84.3715699,33.7761933,0
2177,7/25/19,DEKALB-PEACHTREE AIRPORT,303.2,303.44,c,30320,30344,1.654133801,False,False,7,Thursday,2.518941735,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4754314,33.9075148,-84.45224,33.9217087,0
2178,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,10.01,m,1100,1001,0.425523969,False,True,7,Thursday,9.556845109,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3902405,33.7828223,-84.3830169,33.7841633,0
2179,7/25/19,DEKALB-PEACHTREE AIRPORT,11.0,12.02,m,1100,1202,0.525034066,False,True,7,Thursday,5.777402891,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.3851557,33.776784,-84.3830169,33.7841633,0
2180,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,12.02,m,500,1202,1.339093776,False,True,7,Thursday,5.102953548,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3851557,33.776784,-84.3854516,33.7961417,0
2181,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,12.02,m,1300,1202,0.782191155,False,True,7,Thursday,5.838300062,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3851557,33.776784,-84.3715699,33.7761933,0
2182,7/25/19,DEKALB-PEACHTREE AIRPORT,4.0,13.0,m,400,1300,0.929141787,False,True,7,Thursday,4.376798808,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3715699,33.7761933,-84.3785105,33.7883241,0
2183,7/25/19,DEKALB-PEACHTREE AIRPORT,303.2,312.11,c,30320,31211,4.700134058,False,False,7,Thursday,1.226915359,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4790865,33.8575174,-84.45224,33.9217087,0
2184,7/25/19,DEKALB-PEACHTREE AIRPORT,13.0,5.0,m,1300,500,1.594004151,False,True,7,Thursday,6.555817307,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3854516,33.7961417,-84.3715699,33.7761933,0
2185,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,11.0,m,500,1100,0.840292634,False,True,7,Thursday,5.55362082,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3830169,33.7841633,-84.3854516,33.7961417,0
2186,7/25/19,DEKALB-PEACHTREE AIRPORT,303.2,303.45,c,30320,30345,1.908341747,False,False,7,Thursday,1.231435619,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4675841,33.8972346,-84.45224,33.9217087,0
2187,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,12.01,m,500,1201,1.398977216,False,True,7,Thursday,5.742290326,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.380305,33.7763742,-84.3854516,33.7961417,0
2188,7/25/19,DEKALB-PEACHTREE AIRPORT,5.0,4.0,m,500,400,0.67202502,False,True,7,Thursday,4.042508217,31.4,46672,51.5,48.5,64.72,35.64,2120,9.1,37,4,62,1474,452,347,799,-84.3785105,33.7883241,-84.3854516,33.7961417,0
2189,7/25/19,FULTON CO-BROWN FLD ARPT,303.44,303.45,c,30344,30345,0.841793384,False,False,7,Thursday,2.554070917,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4675841,33.8972346,-84.4754314,33.9075148,0
2190,7/25/19,FULTON CO-BROWN FLD ARPT,312.07,303.44,c,31207,30344,2.322025115,False,False,7,Thursday,2.397332669,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4754314,33.9075148,-84.466061,33.8748589,0
2191,7/25/19,FULTON CO-BROWN FLD ARPT,303.45,312.11,c,30345,31211,2.825563612,False,False,7,Thursday,1.557211447,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4790865,33.8575174,-84.4675841,33.8972346,0
2192,7/25/19,FULTON CO-BROWN FLD ARPT,312.07,312.11,c,31207,31211,1.413699333,False,False,7,Thursday,2.027776769,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4790865,33.8575174,-84.466061,33.8748589,0
2193,7/25/19,FULTON CO-BROWN FLD ARPT,312.11,303.44,c,31211,30344,3.464718747,False,False,7,Thursday,1.760604668,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4754314,33.9075148,-84.4790865,33.8575174,0
2194,7/25/19,FULTON CO-BROWN FLD ARPT,312.07,303.39,c,31207,30339,0.98255733,False,False,7,Thursday,2.459568101,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4520485,33.88301,-84.466061,33.8748589,0
2195,7/25/19,FULTON CO-BROWN FLD ARPT,312.11,303.2,c,31211,30320,4.700134058,False,False,7,Thursday,1.999942956,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.45224,33.9217087,-84.4790865,33.8575174,0
2196,7/25/19,FULTON CO-BROWN FLD ARPT,303.39,303.44,c,30339,30344,2.162291219,False,False,7,Thursday,1.318046327,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4754314,33.9075148,-84.4520485,33.88301,0
2197,7/25/19,FULTON CO-BROWN FLD ARPT,303.39,303.45,c,30339,30345,1.328099219,False,False,7,Thursday,1.543559375,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4675841,33.8972346,-84.4520485,33.88301,0
2198,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,13.0,m,1201,1300,0.502386569,False,True,7,Thursday,5.142122604,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3715699,33.7761933,-84.380305,33.7763742,0
2199,7/25/19,FULTON CO-BROWN FLD ARPT,303.39,312.07,c,30339,31207,0.98255733,False,False,7,Thursday,2.900594106,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.466061,33.8748589,-84.4520485,33.88301,0
2200,7/25/19,FULTON CO-BROWN FLD ARPT,312.11,303.45,c,31211,30345,2.825563612,False,False,7,Thursday,1.816746688,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4675841,33.8972346,-84.4790865,33.8575174,0
2201,7/25/19,FULTON CO-BROWN FLD ARPT,303.45,303.2,c,30345,30320,1.908341747,False,False,7,Thursday,1.903921737,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.45224,33.9217087,-84.4675841,33.8972346,0
2202,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,12.01,m,1001,1201,0.72472971,False,True,7,Thursday,6.761141332,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.380305,33.7763742,-84.3902405,33.7828223,0
2203,7/25/19,FULTON CO-BROWN FLD ARPT,303.45,312.07,c,30345,31207,1.550211998,False,False,7,Thursday,2.268506934,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.466061,33.8748589,-84.4675841,33.8972346,0
2204,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,11.0,m,1202,1100,0.525034066,False,True,7,Thursday,5.015547565,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3830169,33.7841633,-84.3851557,33.776784,0
2205,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,11.0,m,1001,1100,0.425523969,False,True,7,Thursday,6.266783678,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3830169,33.7841633,-84.3902405,33.7828223,0
2206,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,5.0,m,1202,500,1.339093776,False,True,7,Thursday,4.891367669,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3854516,33.7961417,-84.3851557,33.776784,0
2207,7/25/19,FULTON CO-BROWN FLD ARPT,312.11,303.39,c,31211,30339,2.349627561,False,False,7,Thursday,1.53925104,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.4520485,33.88301,-84.4790865,33.8575174,0
2208,7/25/19,FULTON CO-BROWN FLD ARPT,303.45,303.39,c,30345,30339,1.328099219,False,False,7,Thursday,2.309064431,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4520485,33.88301,-84.4675841,33.8972346,0
2209,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,4.0,m,1201,400,0.832996532,False,True,7,Thursday,4.461803288,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3785105,33.7883241,-84.380305,33.7763742,0
2210,7/25/19,FULTON CO-BROWN FLD ARPT,312.07,303.45,c,31207,30345,1.550211998,False,False,7,Thursday,2.870575125,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.4675841,33.8972346,-84.466061,33.8748589,0
2211,7/25/19,FULTON CO-BROWN FLD ARPT,303.39,312.11,c,30339,31211,2.349627561,False,False,7,Thursday,2.106716861,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.4790865,33.8575174,-84.4520485,33.88301,0
2212,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,12.02,m,1001,1202,0.509818637,False,True,7,Thursday,5.26330961,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3851557,33.776784,-84.3902405,33.7828223,0
2213,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,12.01,m,1202,1201,0.280330265,False,True,7,Thursday,6.777719838,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.380305,33.7763742,-84.3851557,33.776784,0
2214,7/25/19,FULTON CO-BROWN FLD ARPT,303.44,312.11,c,30344,31211,3.464718747,False,False,7,Thursday,1.678827948,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4790865,33.8575174,-84.4754314,33.9075148,0
2215,7/25/19,FULTON CO-BROWN FLD ARPT,303.44,312.07,c,30344,31207,2.322025115,False,False,7,Thursday,2.418865597,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.466061,33.8748589,-84.4754314,33.9075148,0
2216,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,4.0,m,1001,400,0.774324455,False,True,7,Thursday,5.015124227,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3785105,33.7883241,-84.3902405,33.7828223,0
2217,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,4.0,m,1202,400,0.884951126,False,True,7,Thursday,6.08319847,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3785105,33.7883241,-84.3851557,33.776784,0
2218,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,13.0,m,1202,1300,0.782191155,False,True,7,Thursday,5.53999276,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3715699,33.7761933,-84.3851557,33.776784,0
2219,7/25/19,FULTON CO-BROWN FLD ARPT,303.39,303.2,c,30339,30320,2.676838874,False,False,7,Thursday,2.334843558,30.8,40477,52.73,47.27,63.19,44.04,4140,5.2,5,3,26,1262,637,329,966,-84.45224,33.9217087,-84.4520485,33.88301,0
2220,7/25/19,FULTON CO-BROWN FLD ARPT,312.11,312.07,c,31211,31207,1.413699333,False,False,7,Thursday,1.261465781,31.5,43632,39.9,60.1,50.23,47.55,3110,3.9,1,0,47,845,299,339,638,-84.466061,33.8748589,-84.4790865,33.8575174,0
2221,7/25/19,FULTON CO-BROWN FLD ARPT,312.07,303.2,c,31207,30320,3.336371018,False,False,7,Thursday,2.412801202,35.5,54383,43.63,56.37,49.71,34.02,2720,5.9,6,0,32,797,405,116,521,-84.45224,33.9217087,-84.466061,33.8748589,0
2222,7/25/19,FULTON CO-BROWN FLD ARPT,303.44,303.39,c,30344,30339,2.162291219,False,False,7,Thursday,1.711147864,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.4520485,33.88301,-84.4754314,33.9075148,0
2223,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,12.02,m,1201,1202,0.280330265,False,True,7,Thursday,6.539905107,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3851557,33.776784,-84.380305,33.7763742,0
2224,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,10.01,m,1201,1001,0.72472971,False,True,7,Thursday,6.094226031,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3902405,33.7828223,-84.380305,33.7763742,0
2225,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,5.0,m,1001,500,0.961564188,False,True,7,Thursday,2.11461009,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3854516,33.7961417,-84.3902405,33.7828223,0
2226,7/25/19,FULTON CO-BROWN FLD ARPT,12.02,10.01,m,1202,1001,0.509818637,False,True,7,Thursday,5.557531886,34.4,62728,61.28,38.72,69.74,43.34,2395,9.6,52,7,90,748,375,289,664,-84.3902405,33.7828223,-84.3851557,33.776784,0
2227,7/25/19,FULTON CO-BROWN FLD ARPT,10.01,13.0,m,1001,1300,1.167271662,False,True,7,Thursday,6.410961198,26.0,30290,64.5,35.5,54.01,37.55,765,9.6,61,4,84,1498,900,536,1436,-84.3715699,33.7761933,-84.3902405,33.7828223,0
2228,7/25/19,FULTON CO-BROWN FLD ARPT,303.44,303.2,c,30344,30320,1.654133801,False,False,7,Thursday,2.327502164,31.0,36851,43.02,56.98,29.93,35.47,2215,4.9,4,0,23,988,333,89,422,-84.45224,33.9217087,-84.4754314,33.9075148,0
2229,7/25/19,FULTON CO-BROWN FLD ARPT,303.45,303.44,c,30345,30344,0.841793384,False,False,7,Thursday,2.078894932,30.0,49812,48.35,51.65,25.03,37.0,2670,5.3,6,3,22,1239,209,73,282,-84.4754314,33.9075148,-84.4675841,33.8972346,0
2230,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,11.0,m,1201,1100,0.560883959,False,True,7,Thursday,4.576109949,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3830169,33.7841633,-84.380305,33.7763742,0
2231,7/25/19,FULTON CO-BROWN FLD ARPT,12.01,5.0,m,1201,500,1.398977216,False,True,7,Thursday,4.527116855,32.7,49606,52.87,47.13,73.43,31.83,2120,9.3,53,3,91,714,106,280,386,-84.3854516,33.7961417,-84.380305,33.7763742,0
2232,7/26/19,DEKALB-PEACHTREE AIRPORT,4.0,12.02,m,400,1202,0.884951126,False,True,7,Friday,6.120865333,44.6,47260,45.29,54.71,79.74,34.21,555,9.2,39,7,74,347,145,33,178,-84.3851557,33.776784,-84.3785105,33.7883241,0
2233,7/26/19,DEKALB-PEACHTREE AIRPORT,303.2,303.45,c,30320,30345,1.908341747,False,False,7,Friday,1.353705822,42.0,57461,47.58,52.42,69.49,45.71,3550,2.6,3,3,1,1501,198,59,257,-84.4675841,33.8972346,-84.45224,33.9217087,0
2234,7/26/19,DEKALB-PEACHTREE AIRPORT,11.0,12.01,m,1100,1201,0.560883959,False,True,7,Friday,5.853854934,36.8,84593,52.88,47.12,76.53,38.06,2240,9.4,40,5,90,448,137,227,364,-84.380305,33.7763742,-84.3830169,33.7841633,0
2235,7/26/19,DEKALB-PEACHTREE AIRPORT,13.0,4.0,m,1300,400,0.929141787,False,True,7,Friday,4.358861108,32.0,52188,59.21,40.79,66.16,47.01,2050,8.9,11,2,89,835,162,251,413,-84.3785105,33.7883241,-84.3715699,33.7761933,0
