Date,weather.station,Station,lat,long,tract,Parking.plain,Parking,WalkScore,TransScore,TransRoutes,NumBikeshare,post,DoW,origin.tract,destination.tract,origin,destination,treatment,dest.long,dest.lat,distance,Vehicles,school.population,K12,College,event,Travel.Time.per.Mile..Minutes.Mile.,Mon,Wed,Thur,Fri,Sat,Sun,month,June,Aug,Sept,Precip,dayofweek,festival
8/18/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,1,Sunday,35,49,35,49,1,-84.3794479,33.7409122,1.087355927,460,374,9,365,0,2.299155168,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,1202,19,12.02,1,-84.3851557,33.776784,0.734391911,1055,3135,97,3038,0,3.631122055,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,28,19,28,1,-84.379399,33.758087,0.724454321,1055,3135,97,3038,0,2.369599597,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,49,119,49,1,-84.3794479,33.7409122,0.679491043,1040,1134,107,1026,0,4.56223821,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West Lake,33.75287,-84.4445275,40,free,1,33,9.1,7,0,1,Sunday,40,84,40,84,1,-84.4355748,33.7618564,0.807129001,680,496,362,115,0,4.129864406,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,39,25,39,1,-84.4220948,33.7500627,0.514285765,605,609,296,289,0,7.777777004,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,35,19,35,1,-84.3916061,33.7508367,1.09942774,1055,3135,97,3038,0,2.834808105,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,1201,19,12.01,1,-84.380305,33.7763742,0.801680206,1055,3135,97,3038,0,4.241092615,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Midtown   ,33.780868,-84.386798,12.02,none,0,92,9.6,52,7,1,Sunday,1202,4,12.02,4,1,-84.3785105,33.7883241,0.702136433,2395,748,69,664,0,6.812541133,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,28,26,28,1,-84.379399,33.758087,1.063123455,615,556,333,164,0,9.21812039,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,35,119,35,1,-84.3916061,33.7508367,0.908743598,1040,1134,107,1026,0,1.283823808,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,44,26,44,1,-84.4017693,33.7407725,1.098061349,615,556,333,164,0,6.465941095,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,1201,12.02,12.01,1,-84.380305,33.7763742,0.482302433,2395,748,69,664,0,3.766654575,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85,limited,1,24,8.1,5,0,1,Sunday,85,24,85,24,1,-84.4248089,33.7586698,0.978805823,505,420,306,90,0,6.521552266,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,41,42,41,1,-84.428069,33.7408497,0.90635505,520,487,335,127,0,1.746923938,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,38,26,38,1,-84.412023,33.7508286,0.903226219,615,556,333,164,0,3.708926875,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,28,119,28,1,-84.379399,33.758087,0.579122156,1040,1134,107,1026,0,1.69797222,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,48,119,48,1,-84.3839375,33.7443312,0.621440121,1040,1134,107,1026,0,4.505663388,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,H.E. Holmes,33.754489,-84.4692986,81.02,free,1,43,9.1,14,0,1,Sunday,8102,8302,81.02,83.02,1,-84.452286,33.7573898,0.998746768,1640,1736,1564,172,0,3.020451994,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85,limited,1,24,8.1,5,0,1,Sunday,85,7,85,7,1,-84.4233152,33.7799333,0.637166314,505,420,306,90,0,6.748630464,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,1,Sunday,35,38,35,38,1,-84.412023,33.7508286,0.921093035,460,374,9,365,0,7.418722187,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,19,12.02,19,1,-84.3872629,33.7661963,0.385948579,2395,748,69,664,0,10.10497309,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,H.E. Holmes,33.754489,-84.4692986,81.02,free,1,43,9.1,14,0,1,Sunday,8102,8301,81.02,83.01,1,-84.4588616,33.7642262,0.902154503,1640,1736,1564,172,0,1.810480719,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,21,26,21,1,-84.3947712,33.7655324,0.661788742,615,556,333,164,0,6.396804697,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,44,42,44,1,-84.4017693,33.7407725,0.743491244,520,487,335,127,0,2.891762366,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,36,25,36,1,-84.4029204,33.7518752,0.892807687,605,609,296,289,0,5.656313309,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,35,26,35,1,-84.3916061,33.7508367,0.517357888,615,556,333,164,0,7.216152337,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,1002,19,10.02,1,-84.3995394,33.7763249,0.991476734,1055,3135,97,3038,0,5.026172742,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,26,25,26,1,-84.4026296,33.7587958,0.868134672,605,609,296,289,0,6.277827827,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,28,12.02,28,1,-84.379399,33.758087,1.031162008,2395,748,69,664,0,6.966250965,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,11,12.02,11,1,-84.3830169,33.7841633,0.882938589,2395,748,69,664,0,2.453926801,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85,limited,1,24,8.1,5,0,1,Sunday,85,84,85,84,1,-84.4355748,33.7618564,0.801569313,505,420,306,90,0,3.451562605,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Vine City,33.7564788,-84.4035248,26,limited,1,60,9.6,57,0,1,Sunday,26,118,26,118,1,-84.4088781,33.7709168,1.045054327,615,556,333,164,0,2.105153716,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,21,35,21,1,-84.3947712,33.7655324,0.830389688,460,374,9,365,0,6.081482071,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,44,35,44,1,-84.4017693,33.7407725,1.076713952,460,374,9,365,0,2.24448347,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,21,19,21,1,-84.3947712,33.7655324,0.438118182,1055,3135,97,3038,0,5.592098434,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,1002,12.02,10.02,1,-84.3995394,33.7763249,0.809622841,2395,748,69,664,0,5.949272207,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Bankhead,33.7722776,-84.4294781,85,limited,1,24,8.1,5,0,1,Sunday,85,23,85,23,1,-84.4186028,33.7672174,0.716624607,505,420,306,90,0,6.628295975,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Garnett   ,33.747845,-84.396415,35,none,0,79,9.8,56,4,1,Sunday,35,120,35,120,1,-84.392823,33.7361403,0.835568581,460,374,9,365,0,1.47604082,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,24,25,24,1,-84.4248089,33.7586698,0.450877979,605,609,296,289,0,5.322947923,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,28,35,28,1,-84.379399,33.758087,0.759522697,460,374,9,365,0,1.667714041,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,18,12.02,18,1,-84.3780718,33.7663445,0.615621709,2395,748,69,664,0,7.87821471,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,26,35,26,1,-84.4026296,33.7587958,0.722933018,460,374,9,365,0,4.080599343,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,119,19,119,1,-84.382691,33.7539369,0.894092433,1055,3135,97,3038,0,2.665645345,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Midtown   ,33.780868,-84.386798,12.02,none,0,92,9.6,52,7,1,Sunday,1202,5,12.02,5,1,-84.3854516,33.7961417,1.059324074,2395,748,69,664,0,5.522389364,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,43,26,43,1,-84.4091076,33.745362,0.998848525,615,556,333,164,0,3.937867691,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,19,35,19,1,-84.3872629,33.7661963,0.890805976,460,374,9,365,0,2.544512192,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,38,42,38,1,-84.412023,33.7508286,1.023544117,520,487,335,127,0,3.484624264,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,39,42,39,1,-84.4220948,33.7500627,1.089251813,520,487,335,127,0,2.953097372,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,57,42,57,1,-84.403266,33.7319561,0.648612435,520,487,335,127,0,9.738738155,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,37,26,37,1,-84.4101331,33.7489884,0.87277905,615,556,333,164,0,5.232328463,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,119,26,119,1,-84.382691,33.7539369,0.881751218,615,556,333,164,0,6.842444003,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,38,25,38,1,-84.412023,33.7508286,0.496892337,605,609,296,289,0,6.205234217,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,North Avenue   ,33.771747,-84.38658,12.02,none,0,81,9.6,52,7,1,Sunday,1202,13,12.02,13,1,-84.3715699,33.7761933,0.916202244,2395,748,69,664,0,5.111680703,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,19,26,19,1,-84.3872629,33.7661963,0.912998751,615,556,333,164,0,8.013884644,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,25,26,25,1,-84.4126613,33.7590745,0.878335539,615,556,333,164,0,3.377600628,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,32,119,32,1,-84.3650959,33.7498233,0.617555926,1040,1134,107,1026,0,3.64339472,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,23,25,23,1,-84.4186028,33.7672174,0.749997614,605,609,296,289,0,3.266677058,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,58,42,58,1,-84.4105985,33.731861,0.332955346,520,487,335,127,0,4.755392437,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Civic Center   ,33.766305,-84.387209,19,none,0,86,9.7,74,6,1,Sunday,19,18,19,18,1,-84.3780718,33.7663445,0.525417908,1055,3135,97,3038,0,2.125292363,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,43,42,43,1,-84.4091076,33.745362,0.68808487,520,487,335,127,0,3.657494556,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,48,35,48,1,-84.3839375,33.7443312,0.789991202,460,374,9,365,0,2.784841141,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,West End   ,33.7360753,-84.4133953,42,free,1,86,9.5,14,2,1,Sunday,42,62,42,62,1,-84.4217305,33.728483,0.711128055,520,487,335,127,0,4.054590889,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,King Memorial,33.7502611,-84.3758206,119,none,0,91,9.7,54,11,1,Sunday,119,50,119,50,1,-84.3650954,33.7420805,0.837092115,1040,1134,107,1026,0,4.360332555,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Ashby,33.756417,-84.4174518,25,free,1,66,9.3,9,1,1,Sunday,25,43,25,43,1,-84.4091076,33.745362,0.902796026,605,609,296,289,0,6.71986417,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,GWCC/Mercedes-Benz Stadium,33.756293,-84.397759,26,none,0,73,9.6,57,0,1,Sunday,26,36,26,36,1,-84.4029204,33.7518752,0.426018427,615,556,333,164,0,3.951315784,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,FULTON CO-BROWN FLD ARPT,Five Points,33.753826,-84.391571,35,none,0,96,9.8,56,4,1,Sunday,35,36,35,36,1,-84.4029204,33.7518752,0.666522279,460,374,9,365,0,3.925850267,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,1,Sunday,6602,61,66.02,61,1,-84.4370324,33.7277552,0.933652296,185,381,294,67,0,2.838315732,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,1,Sunday,7603,11201,76.03,112.01,1,-84.4437913,33.6939153,0.939414822,520,1202,859,305,0,1.898344896,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,1,Sunday,6602,65,66.02,65,1,-84.4101267,33.7141012,0.960334946,185,381,294,67,0,4.061083081,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,1,Sunday,123,11202,123,112.02,0,-84.4503094,33.6771979,0.563823131,1070,742,599,143,0,6.591901719,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,1,Sunday,123,111,123,111,0,-84.427146,33.6880797,1.078476067,1070,742,599,143,0,4.821618356,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,1,Sunday,7603,111,76.03,111,1,-84.427146,33.6880797,0.896557705,520,1202,859,305,0,2.862801415,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,1,Sunday,6602,62,66.02,62,1,-84.4217305,33.728483,0.792691607,185,381,294,67,0,2.754328813,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Oakland City   ,33.71766,-84.42626,66.02,free,1,43,9.4,8,0,1,Sunday,6602,6601,66.02,66.01,1,-84.4224014,33.7115423,0.477868916,185,381,294,67,0,4.28987936,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,College Park   ,33.6522646,-84.4490773,123,free,1,61,9.1,11,0,1,Sunday,123,10601,123,106.01,0,-84.4572757,33.6610333,0.768569885,1070,742,599,143,0,5.464694988,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,East Point   ,33.6771551,-84.4405145,123,free,1,58,9.1,11,0,1,Sunday,123,110,123,110,0,-84.4269481,33.6741961,0.807301377,1070,742,599,143,0,6.358633195,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/18/19,HARTSFIELD-JACKSON ATLANTA INTL AP,Lakewood   ,33.7008573,-84.4297611,76.03,free,1,28,8.4,5,0,1,Sunday,7603,6601,76.03,66.01,1,-84.4224014,33.7115423,0.851822872,520,1202,859,305,0,3.345765998,0,0,0,0,0,1,8,0,1,0,0,Sunday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,1,Monday,23113,23115,231.13,231.15,0,-84.2414147,33.7738177,0.570549243,985,645,356,176,0,2.30771784,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Lindbergh Center   ,33.8236541,-84.3700046,94.02,free,1,79,9.4,9,0,1,Monday,9402,9403,94.02,94.03,1,-84.3599075,33.8315945,0.798930745,2925,1119,195,924,0,1.355979026,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,1,Monday,9403,9601,94.03,96.01,1,-84.3777069,33.8463916,1.083197423,2340,1211,548,583,0,4.846761898,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,1,Monday,9403,9602,94.03,96.02,1,-84.3614068,33.844113,0.149550546,2340,1211,548,583,0,10.3643888,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Decatur ,33.7746118,-84.29751,225,none,0,95,8.6,8,0,1,Monday,225,227,225,227,0,-84.3039234,33.7604658,1.04567652,1810,2264,1544,434,0,3.028342518,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,1,Monday,30,32,30,32,1,-84.3650959,33.7498233,0.858735665,480,625,329,244,0,3.920492423,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,1,Monday,4,5,4,5,1,-84.3854516,33.7961417,0.510656689,1655,347,169,178,0,5.28730957,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,1,Monday,20801,203,208.01,203,1,-84.3300628,33.76617,0.989919884,955,505,351,98,0,2.710657071,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,1,Monday,30,31,30,31,1,-84.3530446,33.7520808,0.394572743,480,625,329,244,0,7.138523173,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Arts Center   ,33.78885,-84.386841,4,limited,1,87,9.2,39,7,1,Monday,4,1202,4,12.02,1,-84.3851557,33.776784,0.84021886,1655,347,169,178,0,6.149191491,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,1,Monday,204,31,204,31,1,-84.3530446,33.7520808,0.991945806,2305,677,468,128,0,4.082884342,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Lenox  ,33.8448208,-84.3589471,94.03,free,1,68,9.1,9,0,1,Monday,9403,21415,94.03,214.15,1,-84.3448974,33.8397088,0.881228872,2340,1211,548,583,0,9.532143422,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,East Lake ,33.764698,-84.312939,208.01,free,1,57,8.4,5,1,1,Monday,20801,227,208.01,227,1,-84.3039234,33.7604658,0.595382589,955,505,351,98,0,4.226973907,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Candler Park ,33.7623471,-84.3410014,204,free,1,70,9.1,10,2,1,Monday,204,202,204,202,1,-84.3401136,33.7755362,0.91372647,2305,677,468,128,0,2.900211483,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Indian Creek,33.7696029,-84.2282,231.11,free,1,14,9,7,0,1,Monday,23111,23115,231.11,231.15,0,-84.2414147,33.7738177,0.81384035,730,559,449,93,0,6.799040291,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Inman Park/Reynoldstown,33.7577651,-84.3536191,30,free,1,78,9,13,5,1,Monday,30,205,30,205,1,-84.3416194,33.7526586,0.775244278,480,625,329,244,0,4.880182212,1,0,0,0,0,0,8,0,1,0,0,Monday,0
8/19/19,DEKALB-PEACHTREE AIRPORT,Kensington,33.7719453,-84.2510786,231.13,free,1,39,9,11,0,1,Monday,23113,23102,231.13,231.02,0,-84.2570051,33.7656513,0.55287283,985,645,356,176,0,7.687120379,1,0,0,0,0,0,8,0,1,0,0,Monday,0
